                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.40458,                0.28949,                0.84014,                0.91741,                0.86978,                0.92432,                0.80899,                0.63893,                0.53464,                 1.0344,             0.00032803,             0.00032803,             0.00032803
                    157,                0.39221,                0.27878,                 0.8402,                0.92003,                0.85662,                0.92435,                0.80398,                0.62994,                0.52172,                 1.0245,             0.00032583,             0.00032583,             0.00032583
                    158,                0.39592,                0.28481,                  0.843,                0.93855,                0.85309,                 0.9163,                0.80346,                0.61699,                0.56056,                 1.0153,             0.00032363,             0.00032363,             0.00032363
                    159,                0.40036,                0.28063,                0.84327,                0.91947,                 0.8399,                0.91071,                0.79954,                0.60728,                0.57427,                 1.0142,             0.00032143,             0.00032143,             0.00032143
                    160,                0.40587,                0.28654,                0.84078,                0.90971,                0.84569,                0.90184,                0.79391,                0.61593,                0.58608,                  1.026,             0.00031923,             0.00031923,             0.00031923
                    161,                0.39816,                 0.2849,                0.83839,                0.91908,                0.85658,                0.90968,                0.79684,                0.61002,                0.56464,                 1.0252,             0.00031703,             0.00031703,             0.00031703
                    162,                0.39935,                0.28128,                0.84073,                 0.9184,                0.85507,                0.91203,                0.79611,                0.63527,                 0.5723,                 1.0327,             0.00031482,             0.00031482,             0.00031482
                    163,                0.39089,                0.27849,                0.83882,                0.90945,                 0.8556,                0.91056,                0.80168,                 0.6149,                0.58988,                 1.0292,             0.00031262,             0.00031262,             0.00031262
                    164,                0.39756,                0.28417,                0.83914,                0.91036,                0.86158,                0.90845,                0.78526,                0.65049,                0.60117,                 1.0568,             0.00031042,             0.00031042,             0.00031042
                    165,                0.39712,                0.28502,                0.84167,                0.93176,                0.84518,                0.91922,                0.79313,                0.64042,                0.56707,                 1.0546,             0.00030822,             0.00030822,             0.00030822
                    166,                0.38982,                 0.2787,                0.83933,                0.92369,                0.85196,                0.92412,                0.79975,                0.63135,                0.54898,                 1.0472,             0.00030602,             0.00030602,             0.00030602
                    167,                0.38017,                0.27518,                0.83782,                0.91583,                0.85117,                0.91591,                0.79732,                0.64146,                0.56237,                 1.0499,             0.00030382,             0.00030382,             0.00030382
                    168,                0.39837,                0.28378,                0.84082,                0.89538,                0.85297,                0.90194,                0.78632,                0.64762,                0.60111,                 1.0521,             0.00030162,             0.00030162,             0.00030162
                    169,                0.40028,                0.28624,                0.84025,                0.89955,                0.85369,                0.90506,                0.78592,                 0.6281,                0.61482,                 1.0439,             0.00029942,             0.00029942,             0.00029942
                    170,                0.37897,                 0.2816,                0.83567,                0.90877,                0.86802,                0.91558,                0.79984,                 0.6434,                0.58926,                 1.0519,             0.00029722,             0.00029722,             0.00029722
                    171,                0.38724,                0.28607,                0.83873,                0.89378,                0.83692,                0.90212,                0.79796,                0.63026,                0.62543,                 1.0407,             0.00029501,             0.00029501,             0.00029501
                    172,                0.39295,                0.27821,                0.83619,                0.88614,                0.85971,                 0.9002,                0.79707,                 0.6203,                0.60815,                 1.0447,             0.00029281,             0.00029281,             0.00029281
                    173,                0.38539,                0.27743,                0.83756,                0.90407,                0.87165,                0.91049,                0.79995,                 0.6308,                0.57372,                 1.0457,             0.00029061,             0.00029061,             0.00029061
                    174,                0.38644,                0.28006,                0.84211,                0.91338,                0.87521,                0.92021,                0.80291,                0.62894,                0.54806,                 1.0435,             0.00028841,             0.00028841,             0.00028841
                    175,                0.38479,                0.27672,                0.83584,                0.91548,                 0.8665,                0.92124,                0.81298,                0.61444,                0.51212,                 1.0471,             0.00028621,             0.00028621,             0.00028621
                    176,                0.38165,                 0.2739,                0.83787,                0.92667,                0.85072,                0.91796,                0.80333,                0.63326,                0.52297,                 1.0516,             0.00028401,             0.00028401,             0.00028401
                    177,                0.38055,                0.27625,                0.83607,                0.91848,                0.85773,                0.92073,                 0.8096,                0.61636,                0.53429,                 1.0291,             0.00028181,             0.00028181,             0.00028181
                    178,                0.39171,                0.28002,                0.84174,                0.93648,                0.83869,                0.92076,                0.80447,                0.61815,                0.57731,                  1.045,             0.00027961,             0.00027961,             0.00027961
                    179,                0.39308,                 0.2804,                0.83714,                 0.9389,                0.84258,                0.91317,                0.80437,                0.62604,                0.57519,                  1.058,             0.00027741,             0.00027741,             0.00027741
                    180,                 0.3889,                0.27438,                0.83706,                0.93874,                0.83837,                0.91316,                0.80479,                0.62671,                0.56819,                 1.0682,              0.0002752,              0.0002752,              0.0002752
                    181,                0.38624,                0.27409,                0.84116,                0.91978,                0.85115,                0.91623,                 0.8104,                0.62487,                0.57524,                 1.0622,               0.000273,               0.000273,               0.000273
                    182,                0.38046,                 0.2696,                 0.8335,                 0.9366,                0.85874,                0.92104,                0.81216,                0.61995,                0.57417,                 1.0518,              0.0002708,              0.0002708,              0.0002708
                    183,                0.37469,                0.26527,                0.83839,                0.92407,                0.86388,                0.91939,                0.80847,                0.62896,                0.57103,                 1.0547,              0.0002686,              0.0002686,              0.0002686
                    184,                0.38308,                0.27114,                0.83864,                0.94544,                0.85538,                0.92524,                0.81096,                0.63293,                0.53735,                   1.05,              0.0002664,              0.0002664,              0.0002664
                    185,                0.38041,                0.27088,                0.83718,                0.92703,                 0.8398,                 0.9137,                0.81606,                0.61704,                0.55914,                 1.0285,              0.0002642,              0.0002642,              0.0002642
                    186,                0.38519,                0.27517,                0.83925,                0.89609,                0.84378,                0.91526,                0.81494,                0.60717,                 0.5381,                 1.0259,               0.000262,               0.000262,               0.000262
                    187,                0.37181,                 0.2628,                0.83379,                0.88324,                 0.8699,                0.92071,                0.80726,                  0.612,                0.53571,                 1.0263,              0.0002598,              0.0002598,              0.0002598
                    188,                0.37586,                0.26531,                0.83558,                0.91327,                0.85132,                0.92379,                0.81149,                0.60853,                0.52395,                 1.0132,              0.0002576,              0.0002576,              0.0002576
                    189,                0.37009,                 0.2647,                0.83456,                0.89776,                0.85042,                0.92409,                0.79725,                0.62028,                0.54407,                 1.0268,             0.00025539,             0.00025539,             0.00025539
                    190,                0.37488,                0.26526,                0.83502,                0.92323,                0.85288,                0.92396,                0.80055,                0.63434,                0.53944,                 1.0493,             0.00025319,             0.00025319,             0.00025319
                    191,                0.36614,                0.26009,                0.83125,                0.93651,                0.85263,                0.92674,                 0.8084,                 0.6424,                0.53608,                 1.0588,             0.00025099,             0.00025099,             0.00025099
                    192,                 0.3691,                0.26187,                0.82933,                0.92266,                0.85518,                0.91948,                0.81234,                0.63647,                0.54669,                 1.0544,             0.00024879,             0.00024879,             0.00024879
                    193,                0.37575,                0.27142,                0.84003,                0.89689,                0.86355,                0.92142,                0.80708,                0.63523,                0.56611,                 1.0426,             0.00024659,             0.00024659,             0.00024659
                    194,                0.37012,                0.26538,                 0.8339,                 0.8933,                0.84688,                0.91682,                 0.8131,                0.63938,                0.57611,                 1.0385,             0.00024439,             0.00024439,             0.00024439
                    195,                0.37087,                0.26602,                0.83406,                0.90218,                0.85655,                0.91845,                 0.8068,                0.63688,                 0.5476,                 1.0293,             0.00024219,             0.00024219,             0.00024219
                    196,                0.38173,                0.26958,                0.83521,                0.91892,                0.87039,                0.92051,                0.81293,                0.61162,                0.51966,                 1.0173,             0.00023999,             0.00023999,             0.00023999
                    197,                 0.3589,                 0.2581,                0.83204,                 0.9385,                 0.8729,                0.92686,                0.82298,                0.59617,                0.49692,                 1.0079,             0.00023779,             0.00023779,             0.00023779
                    198,                0.36284,                0.25707,                0.83262,                 0.9089,                0.87898,                0.92538,                0.81912,                0.60488,                 0.5328,                 1.0215,             0.00023558,             0.00023558,             0.00023558
                    199,                  0.376,                0.26451,                0.83583,                0.92425,                0.84693,                0.91978,                0.81312,                0.61752,                0.54899,                 1.0343,             0.00023338,             0.00023338,             0.00023338
                    200,                0.36695,                0.26001,                0.82731,                0.92689,                 0.8632,                0.91825,                0.80035,                0.62828,                0.56059,                 1.0551,             0.00023118,             0.00023118,             0.00023118
                    201,                0.36264,                0.25588,                 0.8318,                0.92668,                0.86548,                0.92238,                0.80591,                0.62675,                0.54312,                 1.0518,             0.00022898,             0.00022898,             0.00022898
                    202,                0.36452,                0.26108,                0.83032,                0.93747,                0.86315,                0.93098,                0.80991,                0.63222,                0.52117,                 1.0565,             0.00022678,             0.00022678,             0.00022678
                    203,                0.35848,                0.25943,                0.83258,                0.93761,                0.85883,                0.92602,                0.80666,                0.61164,                0.52295,                 1.0429,             0.00022458,             0.00022458,             0.00022458
                    204,                0.34883,                0.25133,                 0.8337,                0.92786,                0.86243,                0.91704,                0.80935,                0.61321,                0.51694,                 1.0467,             0.00022238,             0.00022238,             0.00022238
                    205,                0.35922,                0.25845,                0.83566,                 0.9016,                 0.8766,                0.91827,                0.81422,                0.60968,                0.52346,                 1.0374,             0.00022018,             0.00022018,             0.00022018
                    206,                0.35769,                0.26019,                 0.8311,                0.91415,                0.87304,                0.91862,                0.81216,                0.61929,                 0.5367,                 1.0335,             0.00021798,             0.00021798,             0.00021798
                    207,                0.36412,                0.26168,                0.83109,                 0.8906,                0.86559,                0.91749,                0.80818,                0.61779,                0.55513,                 1.0318,             0.00021577,             0.00021577,             0.00021577
                    208,                0.36807,                0.26205,                0.83226,                0.85925,                0.86816,                0.91036,                0.79958,                0.62601,                0.58672,                 1.0389,             0.00021357,             0.00021357,             0.00021357
                    209,                0.35742,                0.25658,                0.82963,                0.88072,                0.86947,                0.91128,                0.80524,                0.61272,                0.59131,                 1.0253,             0.00021137,             0.00021137,             0.00021137
                    210,                0.35791,                0.25488,                0.83314,                0.89697,                0.85917,                0.91172,                0.80638,                0.61649,                0.57479,                 1.0388,             0.00020917,             0.00020917,             0.00020917
                    211,                0.35489,                 0.2529,                0.83372,                0.88867,                0.86509,                 0.9152,                0.80768,                0.62392,                0.56152,                 1.0425,             0.00020697,             0.00020697,             0.00020697
                    212,                0.36324,                0.26027,                0.83241,                0.91961,                 0.8347,                0.90502,                0.80397,                 0.6333,                0.57996,                 1.0442,             0.00020477,             0.00020477,             0.00020477
                    213,                0.35892,                0.25832,                0.82714,                 0.9243,                0.82904,                0.90643,                0.80331,                0.63035,                0.57222,                 1.0439,             0.00020257,             0.00020257,             0.00020257
                    214,                0.35206,                0.25481,                0.83183,                0.91378,                0.83343,                0.90024,                0.79419,                0.63173,                0.58198,                 1.0491,             0.00020037,             0.00020037,             0.00020037
                    215,                0.34533,                0.24706,                0.82525,                0.89777,                0.85155,                0.90608,                0.80268,                0.61832,                0.57084,                  1.042,             0.00019817,             0.00019817,             0.00019817
                    216,                0.34686,                0.24755,                0.82896,                0.92874,                0.83174,                0.91051,                0.81099,                0.61616,                0.57137,                 1.0461,             0.00019596,             0.00019596,             0.00019596
                    217,                0.35565,                0.25227,                0.82981,                0.89387,                 0.8721,                0.90742,                0.80478,                0.61211,                0.56184,                 1.0476,             0.00019376,             0.00019376,             0.00019376
                    218,                0.35115,                0.25416,                0.83088,                0.90597,                0.85491,                0.90147,                0.80099,                0.61287,                0.59104,                 1.0359,             0.00019156,             0.00019156,             0.00019156
                    219,                0.35018,                0.24927,                0.82852,                0.89348,                0.85081,                0.89652,                0.79137,                0.62082,                0.60578,                  1.039,             0.00018936,             0.00018936,             0.00018936
                    220,                0.35248,                0.24852,                0.82554,                0.90082,                0.85458,                0.90769,                0.79684,                0.61058,                0.58043,                 1.0365,             0.00018716,             0.00018716,             0.00018716
                    221,                0.34649,                0.24684,                0.82942,                0.88466,                0.85833,                0.91026,                0.79903,                0.61728,                0.57067,                 1.0337,             0.00018496,             0.00018496,             0.00018496
                    222,                0.34637,                0.24872,                0.83322,                0.90509,                0.85621,                0.91423,                0.80503,                0.61885,                0.55185,                 1.0325,             0.00018276,             0.00018276,             0.00018276
                    223,                0.34702,                0.24678,                0.82841,                0.91743,                0.86322,                 0.9177,                0.81177,                0.61396,                0.54379,                  1.023,             0.00018056,             0.00018056,             0.00018056
                    224,                0.34614,                0.24819,                0.82732,                0.94012,                0.84619,                0.91459,                0.81734,                0.61693,                0.53602,                 1.0242,             0.00017836,             0.00017836,             0.00017836
                    225,                0.34297,                0.25058,                0.82735,                 0.9144,                0.86201,                0.91288,                0.81801,                 0.6165,                0.54418,                 1.0289,             0.00017615,             0.00017615,             0.00017615
                    226,                0.35072,                0.24753,                0.83098,                0.93273,                0.84958,                0.91075,                0.80801,                0.62786,                0.55426,                 1.0422,             0.00017395,             0.00017395,             0.00017395
                    227,                0.34012,                 0.2458,                0.82403,                0.92618,                0.84384,                0.90607,                0.80106,                0.62055,                0.54741,                 1.0426,             0.00017175,             0.00017175,             0.00017175
                    228,                0.34406,                0.24461,                0.83179,                0.91194,                0.86202,                0.90342,                0.79878,                0.62167,                0.56319,                 1.0372,             0.00016955,             0.00016955,             0.00016955
                    229,                0.33747,                0.24654,                 0.8282,                0.91315,                0.86186,                0.90922,                0.80403,                0.62046,                0.56996,                 1.0427,             0.00016735,             0.00016735,             0.00016735
                    230,                0.34757,                0.24632,                0.82626,                0.93084,                0.84585,                0.90888,                0.80122,                0.60977,                0.56343,                 1.0314,             0.00016515,             0.00016515,             0.00016515
                    231,                0.35048,                0.24833,                0.82775,                0.92114,                0.84718,                0.91667,                0.81014,                 0.6026,                0.55558,                 1.0285,             0.00016295,             0.00016295,             0.00016295
                    232,                0.34623,                0.24623,                 0.8231,                0.90276,                0.86502,                0.91415,                0.80874,                0.60201,                0.54007,                 1.0243,             0.00016075,             0.00016075,             0.00016075
                    233,                0.35005,                0.24832,                 0.8284,                0.90061,                0.87294,                0.92198,                0.81665,                0.59558,                0.53432,                 1.0175,             0.00015855,             0.00015855,             0.00015855
                    234,                0.34142,                0.24198,                0.82633,                0.90725,                0.87075,                0.92339,                0.82209,                0.60377,                0.51967,                 1.0289,             0.00015634,             0.00015634,             0.00015634
                    235,                0.34065,                0.24494,                0.83166,                0.92326,                0.85388,                0.91543,                0.81267,                0.61075,                 0.5328,                 1.0304,             0.00015414,             0.00015414,             0.00015414
                    236,                0.34371,                0.24481,                0.82954,                0.92152,                0.85202,                0.90676,                0.80639,                0.60609,                0.53866,                 1.0291,             0.00015194,             0.00015194,             0.00015194
                    237,                0.34753,                 0.2462,                0.83125,                0.91095,                0.86114,                0.91472,                0.80768,                0.61305,                0.53941,                 1.0424,             0.00014974,             0.00014974,             0.00014974
                    238,                0.33994,                0.24213,                0.82576,                0.89115,                0.87294,                0.92002,                0.80641,                0.62362,                0.54542,                  1.048,             0.00014754,             0.00014754,             0.00014754
                    239,                0.33676,                0.23845,                0.82851,                0.91081,                0.87287,                0.91844,                0.81116,                0.61996,                0.54767,                 1.0414,             0.00014534,             0.00014534,             0.00014534
                    240,                0.32987,                0.23705,                0.82555,                0.91332,                0.85906,                0.91362,                0.80456,                0.62253,                0.56224,                 1.0392,             0.00014314,             0.00014314,             0.00014314
                    241,                0.33966,                0.24569,                0.82627,                 0.8962,                0.87908,                0.91464,                0.80744,                0.61047,                 0.5691,                 1.0231,             0.00014094,             0.00014094,             0.00014094
                    242,                0.33625,                0.23657,                0.82531,                0.90648,                0.86988,                0.91284,                0.80182,                0.61619,                0.59065,                 1.0301,             0.00013874,             0.00013874,             0.00013874
                    243,                0.33465,                0.23994,                0.82275,                0.90907,                 0.8693,                0.90929,                0.79928,                 0.6223,                0.57861,                 1.0425,             0.00013653,             0.00013653,             0.00013653
                    244,                0.33459,                0.23606,                0.82385,                0.91116,                 0.8716,                0.90779,                0.79614,                0.62193,                0.56343,                 1.0468,             0.00013433,             0.00013433,             0.00013433
                    245,                0.34468,                0.24283,                 0.8248,                0.90577,                0.87063,                0.90693,                0.79531,                0.61742,                 0.5657,                 1.0419,             0.00013213,             0.00013213,             0.00013213
                    246,                0.32948,                0.23752,                0.82649,                0.90809,                0.86696,                 0.9137,                 0.8063,                0.60858,                0.54806,                 1.0345,             0.00012993,             0.00012993,             0.00012993
                    247,                0.33317,                0.23518,                 0.8272,                0.91833,                0.86429,                0.91193,                0.81193,                0.60789,                0.55389,                  1.038,             0.00012773,             0.00012773,             0.00012773
